chromosome,gene,transcript,canonical,lof.oe_ci.upper,lof.oe_ci.upper_bin_decile,trimester,group,uni_prot,protein,rowsum,rank,norm_rank
chr11,CHEK1,ENST00000438015,TRUE,0.831,3,Third,sPTD,O14757,CHK1,236992,856,0.7347639484978541
chr11,CHEK1,ENST00000438015,TRUE,0.831,3,Third,PPROM,O14757,CHK1,350264,791.5,0.6793991416309013
NA,CHEK2,NM_007194.4,TRUE,1.399,NA,Second,Control,O96017,Chk2,169929,483,0.4145922746781116
NA,CHEK2,NM_007194.4,TRUE,1.399,NA,Second,sPTD,O96017,Chk2,41223,70,0.06008583690987124
NA,CHEK2,NM_007194.4,TRUE,1.399,NA,Second,PPROM,O96017,Chk2,120739,283,0.2429184549356223
NA,CHEK2,NM_007194.4,TRUE,1.399,NA,Third,Control,O96017,Chk2,129910,380,0.3261802575107296
NA,CHEK2,NM_007194.4,TRUE,1.399,NA,Third,sPTD,O96017,Chk2,212046,778,0.6678111587982832
NA,CHEK2,NM_007194.4,TRUE,1.399,NA,Third,PPROM,O96017,Chk2,350264,791.5,0.6793991416309013
chr22,CHEK2,ENST00000404276,TRUE,1.399,7,Second,Control,O96017,Chk2,169929,483,0.4145922746781116
chr22,CHEK2,ENST00000404276,TRUE,1.399,7,Second,sPTD,O96017,Chk2,41223,70,0.06008583690987124
chr22,CHEK2,ENST00000404276,TRUE,1.399,7,Second,PPROM,O96017,Chk2,120739,283,0.2429184549356223
chr22,CHEK2,ENST00000404276,TRUE,1.399,7,Third,Control,O96017,Chk2,129910,380,0.3261802575107296
chr22,CHEK2,ENST00000404276,TRUE,1.399,7,Third,sPTD,O96017,Chk2,212046,778,0.6678111587982832
chr22,CHEK2,ENST00000404276,TRUE,1.399,7,Third,PPROM,O96017,Chk2,350264,791.5,0.6793991416309013
NA,CHIT1,NM_003465.3,TRUE,1.147,NA,Second,Control,Q13231,Chitotriosidase-1,4233,15,0.01287553648068669
NA,CHIT1,NM_003465.3,TRUE,1.147,NA,Second,sPTD,Q13231,Chitotriosidase-1,40473,65,0.05579399141630901
NA,CHIT1,NM_003465.3,TRUE,1.147,NA,Second,PPROM,Q13231,Chitotriosidase-1,81558,31.5,0.02703862660944206
NA,CHIT1,NM_003465.3,TRUE,1.147,NA,Third,Control,Q13231,Chitotriosidase-1,3230,5,0.00429184549356223
NA,CHIT1,NM_003465.3,TRUE,1.147,NA,Third,sPTD,Q13231,Chitotriosidase-1,8771,7,0.00600858369098712
NA,CHIT1,NM_003465.3,TRUE,1.147,NA,Third,PPROM,Q13231,Chitotriosidase-1,253003,504.5,0.4330472103004292
chr1,CHIT1,ENST00000367229,TRUE,1.147,6,Second,Control,Q13231,Chitotriosidase-1,4233,15,0.01287553648068669
chr1,CHIT1,ENST00000367229,TRUE,1.147,6,Second,sPTD,Q13231,Chitotriosidase-1,40473,65,0.05579399141630901
chr1,CHIT1,ENST00000367229,TRUE,1.147,6,Second,PPROM,Q13231,Chitotriosidase-1,81558,31.5,0.02703862660944206
chr1,CHIT1,ENST00000367229,TRUE,1.147,6,Third,Control,Q13231,Chitotriosidase-1,3230,5,0.00429184549356223
chr1,CHIT1,ENST00000367229,TRUE,1.147,6,Third,sPTD,Q13231,Chitotriosidase-1,8771,7,0.00600858369098712
chr1,CHIT1,ENST00000367229,TRUE,1.147,6,Third,PPROM,Q13231,Chitotriosidase-1,253003,504.5,0.4330472103004292
NA,CHL1,NM_006614.4,TRUE,0.678,NA,Second,Control,O00533,CHL1,272124,717,0.615450643776824
NA,CHL1,NM_006614.4,TRUE,0.678,NA,Second,sPTD,O00533,CHL1,197106,906,0.7776824034334764
NA,CHL1,NM_006614.4,TRUE,0.678,NA,Second,PPROM,O00533,CHL1,85169,95.5,0.08197424892703863
NA,CHL1,NM_006614.4,TRUE,0.678,NA,Third,Control,O00533,CHL1,236836,709,0.6085836909871245
NA,CHL1,NM_006614.4,TRUE,0.678,NA,Third,sPTD,O00533,CHL1,245135,891,0.7648068669527897
NA,CHL1,NM_006614.4,TRUE,0.678,NA,Third,PPROM,O00533,CHL1,199153,336,0.28841201716738196
chr3,CHL1,ENST00000256509,TRUE,0.678,2,Second,Control,O00533,CHL1,272124,717,0.615450643776824
chr3,CHL1,ENST00000256509,TRUE,0.678,2,Second,sPTD,O00533,CHL1,197106,906,0.7776824034334764
chr3,CHL1,ENST00000256509,TRUE,0.678,2,Second,PPROM,O00533,CHL1,85169,95.5,0.08197424892703863
chr3,CHL1,ENST00000256509,TRUE,0.678,2,Third,Control,O00533,CHL1,236836,709,0.6085836909871245
chr3,CHL1,ENST00000256509,TRUE,0.678,2,Third,sPTD,O00533,CHL1,245135,891,0.7648068669527897
chr3,CHL1,ENST00000256509,TRUE,0.678,2,Third,PPROM,O00533,CHL1,199153,336,0.28841201716738196
NA,CHST15,NM_001270764.2,TRUE,0.743,NA,Second,Control,Q7LFX5,ST4S6,286674,757,0.6497854077253219
NA,CHST15,NM_001270764.2,TRUE,0.743,NA,Second,sPTD,Q7LFX5,ST4S6,229013,1036,0.8892703862660944
NA,CHST15,NM_001270764.2,TRUE,0.743,NA,Second,PPROM,Q7LFX5,ST4S6,145239,424,0.3639484978540773
NA,CHST15,NM_001270764.2,TRUE,0.743,NA,Third,Control,Q7LFX5,ST4S6,253582,764,0.655793991416309
NA,CHST15,NM_001270764.2,TRUE,0.743,NA,Third,sPTD,Q7LFX5,ST4S6,239516,864,0.7416309012875536
NA,CHST15,NM_001270764.2,TRUE,0.743,NA,Third,PPROM,Q7LFX5,ST4S6,366299,1099.5,0.9437768240343348
chr10,CHST15,ENST00000435907,TRUE,0.743,3,Second,Control,Q7LFX5,ST4S6,286674,757,0.6497854077253219
chr10,CHST15,ENST00000435907,TRUE,0.743,3,Second,sPTD,Q7LFX5,ST4S6,229013,1036,0.8892703862660944
chr10,CHST15,ENST00000435907,TRUE,0.743,3,Second,PPROM,Q7LFX5,ST4S6,145239,424,0.3639484978540773
chr10,CHST15,ENST00000435907,TRUE,0.743,3,Third,Control,Q7LFX5,ST4S6,253582,764,0.655793991416309
chr10,CHST15,ENST00000435907,TRUE,0.743,3,Third,sPTD,Q7LFX5,ST4S6,239516,864,0.7416309012875536
chr10,CHST15,ENST00000435907,TRUE,0.743,3,Third,PPROM,Q7LFX5,ST4S6,366299,1099.5,0.9437768240343348
NA,CHST2,NM_004267.5,TRUE,1.15,NA,Second,Control,Q9Y4C5,CHST2,208469,559,0.4798283261802575
NA,CHST2,NM_004267.5,TRUE,1.15,NA,Second,sPTD,Q9Y4C5,CHST2,84261,295,0.2532188841201717
NA,CHST2,NM_004267.5,TRUE,1.15,NA,Second,PPROM,Q9Y4C5,CHST2,130161,353,0.30300429184549355
NA,CHST2,NM_004267.5,TRUE,1.15,NA,Third,Control,Q9Y4C5,CHST2,195422,593,0.5090128755364807
NA,CHST2,NM_004267.5,TRUE,1.15,NA,Third,sPTD,Q9Y4C5,CHST2,164927,647,0.5553648068669528
NA,CHST2,NM_004267.5,TRUE,1.15,NA,Third,PPROM,Q9Y4C5,CHST2,366299,1099.5,0.9437768240343348
chr3,CHST2,ENST00000309575,TRUE,1.15,6,Second,Control,Q9Y4C5,CHST2,208469,559,0.4798283261802575
chr3,CHST2,ENST00000309575,TRUE,1.15,6,Second,sPTD,Q9Y4C5,CHST2,84261,295,0.2532188841201717
chr3,CHST2,ENST00000309575,TRUE,1.15,6,Second,PPROM,Q9Y4C5,CHST2,130161,353,0.30300429184549355
chr3,CHST2,ENST00000309575,TRUE,1.15,6,Third,Control,Q9Y4C5,CHST2,195422,593,0.5090128755364807
chr3,CHST2,ENST00000309575,TRUE,1.15,6,Third,sPTD,Q9Y4C5,CHST2,164927,647,0.5553648068669528
chr3,CHST2,ENST00000309575,TRUE,1.15,6,Third,PPROM,Q9Y4C5,CHST2,366299,1099.5,0.9437768240343348
NA,CHST6,NM_021615.5,TRUE,1.71,NA,Second,Control,Q9GZX3,CHST6,401854,1151,0.9879828326180258
NA,CHST6,NM_021615.5,TRUE,1.71,NA,Second,sPTD,Q9GZX3,CHST6,239590,1075,0.9227467811158798
NA,CHST6,NM_021615.5,TRUE,1.71,NA,Second,PPROM,Q9GZX3,CHST6,268302,752,0.6454935622317597
NA,CHST6,NM_021615.5,TRUE,1.71,NA,Third,Control,Q9GZX3,CHST6,379394,1164,0.9991416309012876
NA,CHST6,NM_021615.5,TRUE,1.71,NA,Third,sPTD,Q9GZX3,CHST6,142268,580,0.4978540772532189
NA,CHST6,NM_021615.5,TRUE,1.71,NA,Third,PPROM,Q9GZX3,CHST6,199153,336,0.28841201716738196
chr16,CHST6,ENST00000332272,TRUE,1.71,8,Second,Control,Q9GZX3,CHST6,401854,1151,0.9879828326180258
chr16,CHST6,ENST00000332272,TRUE,1.71,8,Second,sPTD,Q9GZX3,CHST6,239590,1075,0.9227467811158798
chr16,CHST6,ENST00000332272,TRUE,1.71,8,Second,PPROM,Q9GZX3,CHST6,268302,752,0.6454935622317597
chr16,CHST6,ENST00000332272,TRUE,1.71,8,Third,Control,Q9GZX3,CHST6,379394,1164,0.9991416309012876
chr16,CHST6,ENST00000332272,TRUE,1.71,8,Third,sPTD,Q9GZX3,CHST6,142268,580,0.4978540772532189
chr16,CHST6,ENST00000332272,TRUE,1.71,8,Third,PPROM,Q9GZX3,CHST6,199153,336,0.28841201716738196
NA,CKAP2,NM_018204.5,TRUE,0.983,NA,Second,Control,Q8WWK9,CKAP2,18554,47,0.04034334763948498
NA,CKAP2,NM_018204.5,TRUE,0.983,NA,Second,sPTD,Q8WWK9,CKAP2,182887,852,0.7313304721030043
NA,CKAP2,NM_018204.5,TRUE,0.983,NA,Second,PPROM,Q8WWK9,CKAP2,303639,1071.5,0.9197424892703864
NA,CKAP2,NM_018204.5,TRUE,0.983,NA,Third,Control,Q8WWK9,CKAP2,23241,65,0.05579399141630901
NA,CKAP2,NM_018204.5,TRUE,0.983,NA,Third,sPTD,Q8WWK9,CKAP2,102377,463,0.39742489270386266
NA,CKAP2,NM_018204.5,TRUE,0.983,NA,Third,PPROM,Q8WWK9,CKAP2,366299,1099.5,0.9437768240343348
chr13,CKAP2,ENST00000258607,TRUE,0.983,4,Second,Control,Q8WWK9,CKAP2,18554,47,0.04034334763948498
chr13,CKAP2,ENST00000258607,TRUE,0.983,4,Second,sPTD,Q8WWK9,CKAP2,182887,852,0.7313304721030043
chr13,CKAP2,ENST00000258607,TRUE,0.983,4,Second,PPROM,Q8WWK9,CKAP2,303639,1071.5,0.9197424892703864
chr13,CKAP2,ENST00000258607,TRUE,0.983,4,Third,Control,Q8WWK9,CKAP2,23241,65,0.05579399141630901
chr13,CKAP2,ENST00000258607,TRUE,0.983,4,Third,sPTD,Q8WWK9,CKAP2,102377,463,0.39742489270386266
chr13,CKAP2,ENST00000258607,TRUE,0.983,4,Third,PPROM,Q8WWK9,CKAP2,366299,1099.5,0.9437768240343348
NA,CKB,NM_001823.5,TRUE,0.724,NA,Second,Control,P12277,CK-BB,59299,147,0.12618025751072962
NA,CKB,NM_001823.5,TRUE,0.724,NA,Second,sPTD,P12277,CK-BB,31003,30,0.02575107296137339
NA,CKB,NM_001823.5,TRUE,0.724,NA,Second,PPROM,P12277,CK-BB,179723,507,0.4351931330472103
NA,CKB,NM_001823.5,TRUE,0.724,NA,Third,Control,P12277,CK-BB,192905,589,0.5055793991416309
NA,CKB,NM_001823.5,TRUE,0.724,NA,Third,sPTD,P12277,CK-BB,71988,303,0.26008583690987125
NA,CKB,NM_001823.5,TRUE,0.724,NA,Third,PPROM,P12277,CK-BB,199153,336,0.28841201716738196
chr14,CKB,ENST00000348956,TRUE,0.724,2,Second,Control,P12277,CK-BB,59299,147,0.12618025751072962
chr14,CKB,ENST00000348956,TRUE,0.724,2,Second,sPTD,P12277,CK-BB,31003,30,0.02575107296137339
chr14,CKB,ENST00000348956,TRUE,0.724,2,Second,PPROM,P12277,CK-BB,179723,507,0.4351931330472103
chr14,CKB,ENST00000348956,TRUE,0.724,2,Third,Control,P12277,CK-BB,192905,589,0.5055793991416309
chr14,CKB,ENST00000348956,TRUE,0.724,2,Third,sPTD,P12277,CK-BB,71988,303,0.26008583690987125
chr14,CKB,ENST00000348956,TRUE,0.724,2,Third,PPROM,P12277,CK-BB,199153,336,0.28841201716738196
NA,CKM,NM_001824.5,TRUE,1.088,NA,Second,Control,P06732,CK-MM,48508,123,0.1055793991416309
NA,CKM,NM_001824.5,TRUE,1.088,NA,Second,sPTD,P06732,CK-MM,53123,120,0.10300429184549356
NA,CKM,NM_001824.5,TRUE,1.088,NA,Second,PPROM,P06732,CK-MM,95773,216.5,0.18583690987124463
NA,CKM,NM_001824.5,TRUE,1.088,NA,Third,Control,P06732,CK-MM,36888,93,0.07982832618025751
NA,CKM,NM_001824.5,TRUE,1.088,NA,Third,sPTD,P06732,CK-MM,25682,81,0.06952789699570816
NA,CKM,NM_001824.5,TRUE,1.088,NA,Third,PPROM,P06732,CK-MM,366299,1099.5,0.9437768240343348
chr19,CKM,ENST00000221476,TRUE,1.088,5,Second,Control,P06732,CK-MM,48508,123,0.1055793991416309
chr19,CKM,ENST00000221476,TRUE,1.088,5,Second,sPTD,P06732,CK-MM,53123,120,0.10300429184549356
chr19,CKM,ENST00000221476,TRUE,1.088,5,Second,PPROM,P06732,CK-MM,95773,216.5,0.18583690987124463
chr19,CKM,ENST00000221476,TRUE,1.088,5,Third,Control,P06732,CK-MM,36888,93,0.07982832618025751
chr19,CKM,ENST00000221476,TRUE,1.088,5,Third,sPTD,P06732,CK-MM,25682,81,0.06952789699570816
chr19,CKM,ENST00000221476,TRUE,1.088,5,Third,PPROM,P06732,CK-MM,366299,1099.5,0.9437768240343348
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Second,Control,Q9Y240,SCGF-beta,5765,22,0.01888412017167382
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Second,Control,Q9Y240,SCGF-alpha,4779,17,0.01459227467811158
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Second,sPTD,Q9Y240,SCGF-beta,43373,76,0.06523605150214593
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Second,sPTD,Q9Y240,SCGF-alpha,41134,68,0.05836909871244635
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Second,PPROM,Q9Y240,SCGF-alpha,95773,216.5,0.18583690987124463
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Second,PPROM,Q9Y240,SCGF-beta,95773,216.5,0.18583690987124463
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Third,Control,Q9Y240,SCGF-beta,64267,156,0.13390557939914163
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Third,Control,Q9Y240,SCGF-alpha,63906,154,0.13218884120171673
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Third,sPTD,Q9Y240,SCGF-beta,23092,62,0.05321888412017167
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Third,sPTD,Q9Y240,SCGF-alpha,21257,53,0.04549356223175965
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Third,PPROM,Q9Y240,SCGF-alpha,253807,593,0.5090128755364807
NA,CLEC11A,NM_002975.3,TRUE,1.576,NA,Third,PPROM,Q9Y240,SCGF-beta,253807,593,0.5090128755364807
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Second,Control,Q9Y240,SCGF-beta,5765,22,0.01888412017167382
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Second,Control,Q9Y240,SCGF-alpha,4779,17,0.01459227467811158
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Second,sPTD,Q9Y240,SCGF-beta,43373,76,0.06523605150214593
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Second,sPTD,Q9Y240,SCGF-alpha,41134,68,0.05836909871244635
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Second,PPROM,Q9Y240,SCGF-alpha,95773,216.5,0.18583690987124463
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Second,PPROM,Q9Y240,SCGF-beta,95773,216.5,0.18583690987124463
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Third,Control,Q9Y240,SCGF-beta,64267,156,0.13390557939914163
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Third,Control,Q9Y240,SCGF-alpha,63906,154,0.13218884120171673
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Third,sPTD,Q9Y240,SCGF-beta,23092,62,0.05321888412017167
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Third,sPTD,Q9Y240,SCGF-alpha,21257,53,0.04549356223175965
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Third,PPROM,Q9Y240,SCGF-alpha,253807,593,0.5090128755364807
chr19,CLEC11A,ENST00000250340,TRUE,1.576,8,Third,PPROM,Q9Y240,SCGF-beta,253807,593,0.5090128755364807
NA,CLEC1B,XM_011520686.3,TRUE,1.443,NA,Second,Control,Q9P126,CLC1B,367029,1017,0.8729613733905579
NA,CLEC1B,XM_011520686.3,TRUE,1.443,NA,Second,sPTD,Q9P126,CLC1B,234256,1051,0.9021459227467812
NA,CLEC1B,XM_011520686.3,TRUE,1.443,NA,Second,PPROM,Q9P126,CLC1B,130161,353,0.30300429184549355
NA,CLEC1B,XM_011520686.3,TRUE,1.443,NA,Third,Control,Q9P126,CLC1B,348663,1120,0.96137339055794
NA,CLEC1B,XM_011520686.3,TRUE,1.443,NA,Third,sPTD,Q9P126,CLC1B,233797,842,0.7227467811158799
NA,CLEC1B,XM_011520686.3,TRUE,1.443,NA,Third,PPROM,Q9P126,CLC1B,350264,791.5,0.6793991416309013
chr12,CLEC1B,ENST00000298527,TRUE,1.484,8,Second,Control,Q9P126,CLC1B,367029,1017,0.8729613733905579
chr12,CLEC1B,ENST00000298527,TRUE,1.484,8,Second,sPTD,Q9P126,CLC1B,234256,1051,0.9021459227467812
chr12,CLEC1B,ENST00000298527,TRUE,1.484,8,Second,PPROM,Q9P126,CLC1B,130161,353,0.30300429184549355
chr12,CLEC1B,ENST00000298527,TRUE,1.484,8,Third,Control,Q9P126,CLC1B,348663,1120,0.96137339055794
chr12,CLEC1B,ENST00000298527,TRUE,1.484,8,Third,sPTD,Q9P126,CLC1B,233797,842,0.7227467811158799
chr12,CLEC1B,ENST00000298527,TRUE,1.484,8,Third,PPROM,Q9P126,CLC1B,350264,791.5,0.6793991416309013
NA,CLEC4M,NM_014257.5,TRUE,0.869,NA,Second,Control,Q9H2X3,DC-SIGNR,108043,297,0.2549356223175966
NA,CLEC4M,NM_014257.5,TRUE,0.869,NA,Second,sPTD,Q9H2X3,DC-SIGNR,183481,857,0.7356223175965665
NA,CLEC4M,NM_014257.5,TRUE,0.869,NA,Second,PPROM,Q9H2X3,DC-SIGNR,283380,899.5,0.7721030042918455
NA,CLEC4M,NM_014257.5,TRUE,0.869,NA,Third,Control,Q9H2X3,DC-SIGNR,132741,389,0.3339055793991416
NA,CLEC4M,NM_014257.5,TRUE,0.869,NA,Third,sPTD,Q9H2X3,DC-SIGNR,200421,748,0.6420600858369099
NA,CLEC4M,NM_014257.5,TRUE,0.869,NA,Third,PPROM,Q9H2X3,DC-SIGNR,366299,1099.5,0.9437768240343348
chr19,CLEC4M,ENST00000327325,TRUE,0.869,4,Second,Control,Q9H2X3,DC-SIGNR,108043,297,0.2549356223175966
chr19,CLEC4M,ENST00000327325,TRUE,0.869,4,Second,sPTD,Q9H2X3,DC-SIGNR,183481,857,0.7356223175965665
chr19,CLEC4M,ENST00000327325,TRUE,0.869,4,Second,PPROM,Q9H2X3,DC-SIGNR,283380,899.5,0.7721030042918455
chr19,CLEC4M,ENST00000327325,TRUE,0.869,4,Third,Control,Q9H2X3,DC-SIGNR,132741,389,0.3339055793991416
chr19,CLEC4M,ENST00000327325,TRUE,0.869,4,Third,sPTD,Q9H2X3,DC-SIGNR,200421,748,0.6420600858369099
chr19,CLEC4M,ENST00000327325,TRUE,0.869,4,Third,PPROM,Q9H2X3,DC-SIGNR,366299,1099.5,0.9437768240343348
NA,CLEC7A,NM_197947.3,TRUE,1.453,NA,Second,Control,Q9BXN2,CLC7A,150391,436,0.3742489270386266
NA,CLEC7A,NM_197947.3,TRUE,1.453,NA,Second,sPTD,Q9BXN2,CLC7A,178738,833,0.7150214592274678
NA,CLEC7A,NM_197947.3,TRUE,1.453,NA,Second,PPROM,Q9BXN2,CLC7A,120739,283,0.2429184549356223
NA,CLEC7A,NM_197947.3,TRUE,1.453,NA,Third,Control,Q9BXN2,CLC7A,176167,542,0.4652360515021459
NA,CLEC7A,NM_197947.3,TRUE,1.453,NA,Third,sPTD,Q9BXN2,CLC7A,125306,519,0.4454935622317597
NA,CLEC7A,NM_197947.3,TRUE,1.453,NA,Third,PPROM,Q9BXN2,CLC7A,253003,504.5,0.4330472103004292
chr12,CLEC7A,ENST00000304084,TRUE,1.453,8,Second,Control,Q9BXN2,CLC7A,150391,436,0.3742489270386266
chr12,CLEC7A,ENST00000304084,TRUE,1.453,8,Second,sPTD,Q9BXN2,CLC7A,178738,833,0.7150214592274678
chr12,CLEC7A,ENST00000304084,TRUE,1.453,8,Second,PPROM,Q9BXN2,CLC7A,120739,283,0.2429184549356223
chr12,CLEC7A,ENST00000304084,TRUE,1.453,8,Third,Control,Q9BXN2,CLC7A,176167,542,0.4652360515021459
chr12,CLEC7A,ENST00000304084,TRUE,1.453,8,Third,sPTD,Q9BXN2,CLC7A,125306,519,0.4454935622317597
chr12,CLEC7A,ENST00000304084,TRUE,1.453,8,Third,PPROM,Q9BXN2,CLC7A,253003,504.5,0.4330472103004292
NA,CLIC1,NM_001287593.1,TRUE,0.886,NA,Second,Control,O00299,NCC27,345670,938,0.8051502145922746
NA,CLIC1,NM_001287593.1,TRUE,0.886,NA,Second,sPTD,O00299,NCC27,242626,1085,0.9313304721030042
NA,CLIC1,NM_001287593.1,TRUE,0.886,NA,Second,PPROM,O00299,NCC27,283380,899.5,0.7721030042918455
NA,CLIC1,NM_001287593.1,TRUE,0.886,NA,Third,Control,O00299,NCC27,297362,946,0.8120171673819743
NA,CLIC1,NM_001287593.1,TRUE,0.886,NA,Third,sPTD,O00299,NCC27,296031,1065,0.9141630901287554
NA,CLIC1,NM_001287593.1,TRUE,0.886,NA,Third,PPROM,O00299,NCC27,350264,791.5,0.6793991416309013
chr6,CLIC1,ENST00000375784,TRUE,0.886,4,Second,Control,O00299,NCC27,345670,938,0.8051502145922746
chr6,CLIC1,ENST00000375784,TRUE,0.886,4,Second,sPTD,O00299,NCC27,242626,1085,0.9313304721030042
chr6,CLIC1,ENST00000375784,TRUE,0.886,4,Second,PPROM,O00299,NCC27,283380,899.5,0.7721030042918455
chr6,CLIC1,ENST00000375784,TRUE,0.886,4,Third,Control,O00299,NCC27,297362,946,0.8120171673819743
chr6,CLIC1,ENST00000375784,TRUE,0.886,4,Third,sPTD,O00299,NCC27,296031,1065,0.9141630901287554
chr6,CLIC1,ENST00000375784,TRUE,0.886,4,Third,PPROM,O00299,NCC27,350264,791.5,0.6793991416309013
NA,CLU,NM_001831.4,TRUE,0.716,NA,Second,Control,P10909,Clusterin,133544,390,0.33476394849785407
NA,CLU,NM_001831.4,TRUE,0.716,NA,Second,sPTD,P10909,Clusterin,131816,594,0.5098712446351932
NA,CLU,NM_001831.4,TRUE,0.716,NA,Second,PPROM,P10909,Clusterin,130161,353,0.30300429184549355
NA,CLU,NM_001831.4,TRUE,0.716,NA,Third,Control,P10909,Clusterin,186150,567,0.486695278969957
NA,CLU,NM_001831.4,TRUE,0.716,NA,Third,sPTD,P10909,Clusterin,90441,420,0.3605150214592275
NA,CLU,NM_001831.4,TRUE,0.716,NA,Third,PPROM,P10909,Clusterin,253807,593,0.5090128755364807
chr8,CLU,ENST00000316403,TRUE,0.716,2,Second,Control,P10909,Clusterin,133544,390,0.33476394849785407
chr8,CLU,ENST00000316403,TRUE,0.716,2,Second,sPTD,P10909,Clusterin,131816,594,0.5098712446351932
chr8,CLU,ENST00000316403,TRUE,0.716,2,Second,PPROM,P10909,Clusterin,130161,353,0.30300429184549355
chr8,CLU,ENST00000316403,TRUE,0.716,2,Third,Control,P10909,Clusterin,186150,567,0.486695278969957
chr8,CLU,ENST00000316403,TRUE,0.716,2,Third,sPTD,P10909,Clusterin,90441,420,0.3605150214592275
chr8,CLU,ENST00000316403,TRUE,0.716,2,Third,PPROM,P10909,Clusterin,253807,593,0.5090128755364807
NA,CMA1,NM_001836.5,TRUE,1.578,NA,Second,Control,P23946,Chymase,227091,610,0.5236051502145923
NA,CMA1,NM_001836.5,TRUE,1.578,NA,Second,sPTD,P23946,Chymase,178260,827,0.7098712446351931
NA,CMA1,NM_001836.5,TRUE,1.578,NA,Second,PPROM,P23946,Chymase,283380,899.5,0.7721030042918455
NA,CMA1,NM_001836.5,TRUE,1.578,NA,Third,Control,P23946,Chymase,159174,482,0.4137339055793991
NA,CMA1,NM_001836.5,TRUE,1.578,NA,Third,sPTD,P23946,Chymase,291843,1052,0.9030042918454936
NA,CMA1,NM_001836.5,TRUE,1.578,NA,Third,PPROM,P23946,Chymase,355847,947,0.8128755364806867
chr14,CMA1,ENST00000250378,TRUE,1.578,8,Second,Control,P23946,Chymase,227091,610,0.5236051502145923
chr14,CMA1,ENST00000250378,TRUE,1.578,8,Second,sPTD,P23946,Chymase,178260,827,0.7098712446351931
chr14,CMA1,ENST00000250378,TRUE,1.578,8,Second,PPROM,P23946,Chymase,283380,899.5,0.7721030042918455
chr14,CMA1,ENST00000250378,TRUE,1.578,8,Third,Control,P23946,Chymase,159174,482,0.4137339055793991
chr14,CMA1,ENST00000250378,TRUE,1.578,8,Third,sPTD,P23946,Chymase,291843,1052,0.9030042918454936
chr14,CMA1,ENST00000250378,TRUE,1.578,8,Third,PPROM,P23946,Chymase,355847,947,0.8128755364806867
NA,CMPK1,NM_016308.3,TRUE,0.902,NA,Second,Control,P30085,Cytidylate kinase,66002,167,0.14334763948497853
NA,CMPK1,NM_016308.3,TRUE,0.902,NA,Second,sPTD,P30085,Cytidylate kinase,215442,983,0.8437768240343347
NA,CMPK1,NM_016308.3,TRUE,0.902,NA,Second,PPROM,P30085,Cytidylate kinase,120739,283,0.2429184549356223
NA,CMPK1,NM_016308.3,TRUE,0.902,NA,Third,Control,P30085,Cytidylate kinase,54269,130,0.11158798283261805
NA,CMPK1,NM_016308.3,TRUE,0.902,NA,Third,sPTD,P30085,Cytidylate kinase,173976,674,0.5785407725321888
NA,CMPK1,NM_016308.3,TRUE,0.902,NA,Third,PPROM,P30085,Cytidylate kinase,350264,791.5,0.6793991416309013
chr1,CMPK1,ENST00000371873,TRUE,0.902,4,Second,Control,P30085,Cytidylate kinase,66002,167,0.14334763948497853
chr1,CMPK1,ENST00000371873,TRUE,0.902,4,Second,sPTD,P30085,Cytidylate kinase,215442,983,0.8437768240343347
chr1,CMPK1,ENST00000371873,TRUE,0.902,4,Second,PPROM,P30085,Cytidylate kinase,120739,283,0.2429184549356223
chr1,CMPK1,ENST00000371873,TRUE,0.902,4,Third,Control,P30085,Cytidylate kinase,54269,130,0.11158798283261805
chr1,CMPK1,ENST00000371873,TRUE,0.902,4,Third,sPTD,P30085,Cytidylate kinase,173976,674,0.5785407725321888
chr1,CMPK1,ENST00000371873,TRUE,0.902,4,Third,PPROM,P30085,Cytidylate kinase,350264,791.5,0.6793991416309013
NA,CNDP1,NM_032649.6,TRUE,0.944,NA,Second,Control,Q96KN2,CNDP1,61517,153,0.1313304721030043
NA,CNDP1,NM_032649.6,TRUE,0.944,NA,Second,sPTD,Q96KN2,CNDP1,97712,380,0.3261802575107296
