"hyperedge_id","protein_id"
"EphB4","Renin"
"EphB4","SBDS"
"EphB4","SE6L2"
"EphB4","SGTA"
"EphB4","SHBG"
"EphB4","SHC1"
"EphB4","SLIK5"
"EphB4","SLPI"
"EphB4","SNAA"
"EphB4","SPARCL1"
"EphB4","SPTA2"
"EphB4","SRCN1"
"EphB4","SREC-I"
"EphB4","SREC-II"
"EphB4","ST4S6"
"EphB4","Secretin"
"EphB4","Semaphorin 3E"
"EphB4","Semaphorin-6A"
"EphB4","Sialoadhesin"
"EphB4","Siglec-3"
"EphB4","Siglec-6"
"EphB4","Somatostatin-28"
"EphB4","Sorting nexin 4"
"EphB4","Sphingosine kinase 1"
"EphB4","Spondin-1"
"EphB4","Stress-induced-phosphoprotein 1"
"EphB4","TAJ"
"EphB4","TAK1-TAB1"
"EphB4","TBK1"
"EphB4","TCCR"
"EphB4","TCTP"
"EphB4","TF"
"EphB4","TFF3"
"EphB4","TGF-b R III"
"EphB4","TGF-b2"
"EphB4","TGF-b3"
"EphB4","TIMD3"
"EphB4","TIMP-2"
"EphB4","TLR4:MD-2 complex"
"EphB4","TNF sR-I"
"EphB4","TNF sR-II"
"EphB4","TNF-a"
"EphB4","TNFSF15"
"EphB4","TNR4"
"EphB4","TPSB2"
"EphB4","TPSG1"
"EphB4","TRAIL R1"
"EphB4","TS"
"EphB4","TSG-6"
"EphB4","TYK2"
"EphB4","Thrombospondin-1"
"EphB4","Transferrin"
"EphB4","Transketolase"
"EphB4","Triosephosphate isomerase"
"EphB4","TrkB"
"EphB4","TrkC"
"EphB4","Trypsin 2"
"EphB4","UB2L3"
"EphB4","UBC9"
"EphB4","UFC1"
"EphB4","UFM1"
"EphB4","ULBP-2"
"EphB4","UNC5H3"
"EphB4","UPK3L"
"EphB4","Ubiquitin+1"
"EphB4","VEGF"
"EphB4","VEGF sR3"
"EphB4","VEGF121"
"EphB4","WFKN1"
"EphB4","WFKN2"
"EphB4","WISP-1"
"EphB4","WNT7A"
"EphB4","XPNPEP1"
"EphB4","YES"
"EphB4","a1-Antichymotrypsin"
"EphB4","a1-Antitrypsin"
"EphB4","amyloid precursor protein"
"EphB4","annexin I"
"EphB4","annexin VI"
"EphB4","b-ECGF"
"EphB4","b-Endorphin"
"EphB4","b-NGF"
"EphB4","b2-Microglobulin"
"EphB4","bFGF-R"
"EphB4","contactin-1"
"EphB4","discoidin domain receptor 1"
"EphB4","dopa decarboxylase"
"EphB4","eIF-5A-1"
"EphB4","gp130, soluble"
"EphB4","granzyme A"
"EphB4","kallikrein 14"
"EphB4","kallikrein 8"
"EphB4","p27Kip1"
"EphB4","p60-Src"
"EphB4","prostatic binding protein"
"EphB4","resistin"
"EphB4","sICAM-5"
"EphB4","sLeptin R"
"EphB4","sTie-1"
"EphB4","sTie-2"
"EphB4","suPAR"
"EphB4","tau"
"EphB4","transcription factor MLR1, isoform CRA_b"
"EphB4","uPA"
"EphB6","4-1BB"
"EphB6","40S ribosomal protein SA"
"EphB6","41"
"EphB6","6-Phosphogluconate dehydrogenase"
"EphB6","ABL1"
"EphB6","ADAMTS-5"
"EphB6","AIP"
"EphB6","AK1A1"
"EphB6","ALCAM"
"EphB6","AMNLS"
"EphB6","AMPM2"
"EphB6","AREG"
"EphB6","ARMEL"
"EphB6","ART"
"EphB6","ASAHL"
"EphB6","ASGR1"
"EphB6","ATS15"
"EphB6","Activin A"
"EphB6","Adiponectin"
"EphB6","Aflatoxin B1 aldehyde reductase"
"EphB6","Aggrecan"
"EphB6","Albumin"
"EphB6","Angiopoietin-1"
"EphB6","Angiopoietin-2"
"EphB6","Angiopoietin-4"
"EphB6","Antithrombin III"
"EphB6","Apo E2"
"EphB6","Apo E3"
"EphB6","Apo E4"
"EphB6","Arylsulfatase A"
"EphB6","B7-H1"
"EphB6","B7-H2"
"EphB6","BAFF Receptor"
"EphB6","BASI"
"EphB6","BCAM"
"EphB6","BCMA"
"EphB6","BDNF"
"EphB6","BGN"
"EphB6","BMP-1"
"EphB6","BMP-7"
"EphB6","BMP10"
"EphB6","BMPR1A"
"EphB6","BNP"
"EphB6","BOC"
"EphB6","BPSA"
"EphB6","BSSP4"
"EphB6","BST1"
"EphB6","BTG"
"EphB6","BTK"
"EphB6","Bcl-2"
"EphB6","C7"
"EphB6","CAMK2A"
"EphB6","CAMK2B"
"EphB6","CAMK2D"
"EphB6","CAPG"
"EphB6","CATE"
"EphB6","CATZ"
"EphB6","CD226"
"EphB6","CD39"
"EphB6","CD48"
"EphB6","CD70"
"EphB6","CDC37"
"EphB6","CDON"
"EphB6","CG073"
"EphB6","CHL1"
"EphB6","CHST6"
"EphB6","CK-BB"
"EphB6","CLC1B"
"EphB6","CLC4K"
"EphB6","CNTF"
"EphB6","CNTFR alpha"
"EphB6","CNTN2"
"EphB6","COLEC12"
"EphB6","COMMD7"
"EphB6","CONA1"
"EphB6","CRDL1"
"EphB6","CRK"
"EphB6","CRP"
"EphB6","CRTAM"
"EphB6","CS084"
"EphB6","CSF-1"
"EphB6","CTAP-III"
"EphB6","CYTD"
"EphB6","CaMKK alpha"
"EphB6","Cadherin-5"
"EphB6","Calcineurin B a"
"EphB6","Carbonic anhydrase 9"
"EphB6","Carbonic anhydrase VII"
"EphB6","Carbonic anhydrase XIII"
"EphB6","Caspase-3"
"EphB6","Cathepsin B"
"EphB6","Cathepsin S"
"EphB6","Ck-b-8-1"
"EphB6","Clusterin"
"EphB6","Coagulation Factor Xa"
"EphB6","Cofilin-1"
"EphB6","Contactin-4"
"EphB6","Contactin-5"
"EphB6","Corticotropin-lipotropin"
"EphB6","Cripto"
"EphB6","Cyclin B1"
"EphB6","Cyclophilin A"
"EphB6","Cyclophilin F"
"EphB6","Cystatin C"
"EphB6","Cystatin M"
"EphB6","Cystatin-S"
"EphB6","Cytochrome c"
"EphB6","DAF"
"EphB6","DAN"
"EphB6","DEAD-box protein 19B"
"EphB6","DHH"
"EphB6","DKK1"
"EphB6","DKK3"
"EphB6","DLC8"
"EphB6","DLL4"
"EphB6","DLRB1"
"EphB6","DPP2"
"EphB6","DR6"
"EphB6","DRAK2"
"EphB6","DRG-1"
"EphB6","DSC3"
"EphB6","DcR3"
"EphB6","Desmoglein-2"
"EphB6","DnaJ homolog"
"EphB6","Dynactin subunit 2"
"EphB6","EF-1-beta"
"EphB6","EG-VEGF"
"EphB6","EMAP-2"
"EphB6","EP15R"
"EphB6","EPHA3"
"EphB6","EPHAA"
"EphB6","EPHB2"
"EphB6","EPO-R"
"EphB6","ERAB"
"EphB6","ERBB1"
"EphB6","ERBB3"
"EphB6","ERBB4"
"EphB6","ERK-1"
"EphB6","ESAM"
"EphB6","Endocan"
"EphB6","Endoglin"
"EphB6","Endostatin"
"EphB6","Enterokinase"
"EphB6","Eotaxin"
"EphB6","EphA1"
"EphB6","EphA5"
"EphB6","EphB4"
"EphB6","EphB6"
"EphB6","Ephrin-A4"
"EphB6","Ephrin-A5"
"EphB6","Epithelial cell kinase"
"EphB6","F229A"
"EphB6","FER"
"EphB6","FGF-12"
"EphB6","FGF-16"
"EphB6","FGF-18"
"EphB6","FGF-5"
"EphB6","FGF7"
"EphB6","FGF9"
"EphB6","FLRT1"
"EphB6","FSTL3"
"EphB6","Fas ligand, soluble"
"EphB6","GAPDH, liver"
"EphB6","GAS1"
"EphB6","GCKR"
"EphB6","GCP-2"
"EphB6","GDF-11"
"EphB6","GDF2"
"EphB6","GFRa-1"
"EphB6","GHC2"
"EphB6","GIB"
"EphB6","GNT2C"
"EphB6","GPC2"
"EphB6","GPNMB"
"EphB6","GPVI"
"EphB6","GRB2-related adapter protein 2"
"EphB6","GREM1"
"EphB6","GRN"
"EphB6","GV"
"EphB6","Galectin-4"
"EphB6","Galectin-8"
"EphB6","Glypican 3"
"EphB6","Granzyme B"
"EphB6","Gro-a"
"EphB6","HB-EGF"
"EphB6","HCK"
"EphB6","HMGR"
"EphB6","HPLN1"
"EphB6","HSP 40"
"EphB6","HSP 60"
"EphB6","HSP 70"
"EphB6","HTRA2"
"EphB6","HVEM"
"EphB6","IDS"
"EphB6","IF4G2"
"EphB6","IFN-g"
"EphB6","IFN-g R1"
"EphB6","IFN-lambda 2"
"EphB6","IGF-I"
"EphB6","IGF-I sR"
"EphB6","IGF-II receptor"
"EphB6","IGFBP-1"
"EphB6","IGFBP-2"
"EphB6","IGFBP-6"
"EphB6","IL-1 R AcP"
"EphB6","IL-1 sR9"
"EphB6","IL-1 sRI"
"EphB6","IL-10"
"EphB6","IL-11 RA"
"EphB6","IL-13 Ra1"
"EphB6","IL-16"
"EphB6","IL-17 RC"
"EphB6","IL-17 RD"
"EphB6","IL-17 sR"
"EphB6","IL-17B"
"EphB6","IL-17B R"
"EphB6","IL-17E"
"EphB6","IL-18 BPa"
"EphB6","IL-1a"
"EphB6","IL-2 sRg"
"EphB6","IL-20"
"EphB6","IL-20 Ra"
"EphB6","IL-22BP"
"EphB6","IL-3 Ra"
"EphB6","IL-4 sR"
"EphB6","IL-6"
"EphB6","IL-7 Ra"
"EphB6","IMB1"
"EphB6","ING1"
"EphB6","IR"
"EphB6","ISM1"
"EphB6","Inhibin bA chain"
"EphB6","JAK2"
"EphB6","JAM-C"
"EphB6","K-ras"
"EphB6","KI3S1"
"EphB6","KIF23"
"EphB6","KIRR3"
"EphB6","KPCI"
"EphB6","KREM2"
"EphB6","LAG-1"
"EphB6","LCK"
"EphB6","LDH-H 1"
"EphB6","LIF sR"
"EphB6","LIMP II"
"EphB6","LRIG3"
"EphB6","LRP8"
"EphB6","LRRT3"
"EphB6","LSAMP"
"EphB6","LY9"
"EphB6","LYN"
"EphB6","LYNB"
"EphB6","Livin B"
"EphB6","Lysozyme"
"EphB6","M-CSF R"
"EphB6","MAPK14"
"EphB6","MAPK2"
"EphB6","MAPKAPK3"
"EphB6","MATK"
"EphB6","MATN2"
"EphB6","MCP-1"
"EphB6","MCP-2"
"EphB6","MCP-4"
"EphB6","MDHC"
"EphB6","MDM2"
"EphB6","MEK1"
"EphB6","MEPE"
"EphB6","METAP1"
"EphB6","MIA"
"EphB6","MICA"
"EphB6","MIP-3a"
"EphB6","MIP-5"
"EphB6","MK01"
"EphB6","MMP-1"
"EphB6","MMP-10"
"EphB6","MMP-13"
"EphB6","MMP-16"
"EphB6","MMP-2"
"EphB6","MMP-7"
"EphB6","MP2K2"
"EphB6","MRC2"
"EphB6","Macrophage scavenger receptor"
"EphB6","Mesothelin"
"EphB6","Met"
"EphB6","Midkine"
"EphB6","Myokinase, human"
"EphB6","N-terminal pro-BNP"
"EphB6","NACA"
"EphB6","NANOG"
"EphB6","NAP-2"
"EphB6","NCAM-120"
"EphB6","NCAM-L1"
"EphB6","NCAM1"
"EphB6","NET4"
"EphB6","NG36"
"EphB6","NKp30"
"EphB6","NKp46"
"EphB6","NMT1"
"EphB6","NOTC2"
"EphB6","NRP1"
"EphB6","NRX1B"
"EphB6","NRX3A"
"EphB6","NRX3B"
"EphB6","NSF1C"
"EphB6","Nectin-like protein 1"
"EphB6","Nectin-like protein 2"
"EphB6","Neurotrophin-3"
"EphB6","Neurotrophin-5"
"EphB6","Notch 1"
"EphB6","Notch-3"
"EphB6","Nr-CAM"
"EphB6","OLR1"
"EphB6","OMD"
"EphB6","ON"
"EphB6","OX2G"
"EphB6","OX40 Ligand"
"EphB6","Olfactomedin-4"
"EphB6","P-Selectin"
"EphB6","PA2G4"
"EphB6","PACA"
"EphB6","PACAP-38"
"EphB6","PAFAH beta subunit"
"EphB6","PAK6"
"EphB6","PAPP-A"
"EphB6","PBP"
"EphB6","PD-L2"
"EphB6","PDE11"
"EphB6","PDE5A"
"EphB6","PDE9A"
"EphB6","PDGF-AA"
"EphB6","PDGF-BB"
"EphB6","PDGF-CC"
"EphB6","PDPK1"
"EphB6","PERL"
"EphB6","PESC"
"EphB6","PF-4"
"EphB6","PHI"
"EphB6","PIM1"
"EphB6","PKC-A"
"EphB6","PKC-G"
"EphB6","PLK-1"
"EphB6","PLPP"
"EphB6","PPID"
"EphB6","PPIE"
"EphB6","PPase"
"EphB6","PRL"
"EphB6","PSD7"
"EphB6","PSME1"
"EphB6","PSME3"
"EphB6","PTN"
"EphB6","PTP-1B"
"EphB6","Parathyroid Hormone1-34"
"EphB6","Periostin"
"EphB6","Peroxiredoxin-6"
"EphB6","PlGF"
"EphB6","Protein disulfide isomerase A3"
"EphB6","Protein disulfide-isomerase"
"EphB6","RAC1"
"EphB6","RAN"
"EphB6","RANTES"
"EphB6","RELT"
"EphB6","RGMA"
"EphB6","RGMB"
"EphB6","ROBO2"
"EphB6","ROBO3"
"EphB6","ROR1"
"EphB6","RPS6KA3"
"EphB6","RUXF"
"EphB6","Rab GDP dissociation inhibitor beta"
"EphB6","Renin"
"EphB6","SBDS"
"EphB6","SE6L2"
"EphB6","SGTA"
"EphB6","SHBG"
"EphB6","SHC1"
"EphB6","SLIK5"
"EphB6","SLPI"
"EphB6","SNAA"
"EphB6","SP-D"
"EphB6","SPARCL1"
"EphB6","SPTA2"
"EphB6","SRCN1"
"EphB6","SREC-I"
"EphB6","ST4S6"
"EphB6","Secretin"
"EphB6","Semaphorin 3E"
"EphB6","Semaphorin-6A"
"EphB6","Siglec-3"
"EphB6","Siglec-6"
"EphB6","Somatostatin-28"
"EphB6","Sorting nexin 4"
"EphB6","Sphingosine kinase 1"
"EphB6","Spondin-1"
"EphB6","Stress-induced-phosphoprotein 1"
"EphB6","TAJ"
"EphB6","TBK1"
"EphB6","TCCR"
"EphB6","TCTP"
"EphB6","TF"
"EphB6","TFF3"
"EphB6","TGF-b R III"
"EphB6","TGF-b2"
"EphB6","TIMD3"
"EphB6","TIMP-2"
"EphB6","TLR2"
"EphB6","TNF sR-I"
"EphB6","TNF sR-II"
"EphB6","TNF-a"
"EphB6","TNFSF15"
"EphB6","TNR4"
"EphB6","TPSG1"
"EphB6","TS"
"EphB6","TSG-6"
"EphB6","TSLP R"
"EphB6","TSP4"
"EphB6","TWEAKR"
"EphB6","TYK2"
"EphB6","Thrombospondin-1"
"EphB6","Transferrin"
"EphB6","Transketolase"
"EphB6","Triosephosphate isomerase"
"EphB6","TrkB"
"EphB6","TrkC"
"EphB6","UB2L3"
"EphB6","UBC9"
"EphB6","UFC1"
"EphB6","UFM1"
"EphB6","ULBP-1"
"EphB6","ULBP-2"
"EphB6","UNC5H3"
"EphB6","UNC5H4"
"EphB6","UPK3L"
"EphB6","Ubiquitin+1"
"EphB6","VEGF"
"EphB6","VEGF sR3"
"EphB6","WFKN1"
"EphB6","WFKN2"
"EphB6","WNT7A"
"EphB6","XPNPEP1"
"EphB6","XTP3A"
"EphB6","YES"
"EphB6","a1-Antichymotrypsin"
"EphB6","a1-Antitrypsin"
"EphB6","amyloid precursor protein"
"EphB6","annexin I"
"EphB6","annexin VI"
"EphB6","b-ECGF"
"EphB6","b-Endorphin"
"EphB6","b-NGF"
"EphB6","b2-Microglobulin"
"EphB6","bFGF-R"
"EphB6","contactin-1"
"EphB6","discoidin domain receptor 1"
"EphB6","dopa decarboxylase"
"EphB6","eIF-5A-1"
"EphB6","gp130, soluble"
"EphB6","granzyme A"
"EphB6","hnRNP A2/B1"
"EphB6","kallikrein 14"
"EphB6","kallikrein 8"
"EphB6","p27Kip1"
"EphB6","p60-Src"
"EphB6","pTEN"
"EphB6","prostatic binding protein"
"EphB6","resistin"
"EphB6","sICAM-5"
"EphB6","sLeptin R"
"EphB6","sTie-1"
"EphB6","sTie-2"
"EphB6","suPAR"
"EphB6","tau"
"EphB6","transcription factor MLR1, isoform CRA_b"
"EphB6","uPA"
"Ephrin-A4","14-3-3"
"Ephrin-A4","17-beta-HSD 1"
"Ephrin-A4","4-1BB"
"Ephrin-A4","40S ribosomal protein SA"
"Ephrin-A4","41"
"Ephrin-A4","6-Phosphogluconate dehydrogenase"
"Ephrin-A4","6Ckine"
"Ephrin-A4","ABL1"
"Ephrin-A4","ABL2"
"Ephrin-A4","ACTH"
"Ephrin-A4","ADAMTS-4"
"Ephrin-A4","ADAMTS-5"
"Ephrin-A4","AGR2"
"Ephrin-A4","AIP"
"Ephrin-A4","AK1A1"
"Ephrin-A4","ALCAM"
"Ephrin-A4","AMHR2"
"Ephrin-A4","AMNLS"
"Ephrin-A4","AMPK a1b1g1"
"Ephrin-A4","AMPK a2b2g1"
"Ephrin-A4","AMPM2"
"Ephrin-A4","ANGL3"
"Ephrin-A4","ANGL4"
"Ephrin-A4","AREG"
"Ephrin-A4","ARI3A"
"Ephrin-A4","ARMEL"
"Ephrin-A4","ARSB"
"Ephrin-A4","ART"
"Ephrin-A4","ASGR1"
"Ephrin-A4","ATP synthase beta chain"
"Ephrin-A4","ATS15"
"Ephrin-A4","Activated Protein C"
"Ephrin-A4","Activin A"
"Ephrin-A4","Activin AB"
"Ephrin-A4","Activin RIB"
"Ephrin-A4","Adiponectin"
"Ephrin-A4","Afamin"
"Ephrin-A4","Aflatoxin B1 aldehyde reductase"
"Ephrin-A4","Aggrecan"
"Ephrin-A4","Albumin"
"Ephrin-A4","Alkaline phosphatase, bone"
"Ephrin-A4","Angiopoietin-1"
"Ephrin-A4","Angiopoietin-2"
"Ephrin-A4","Angiopoietin-4"
"Ephrin-A4","Angiotensinogen"
"Ephrin-A4","Antithrombin III"
"Ephrin-A4","Apo E"
"Ephrin-A4","Apo E2"
"Ephrin-A4","Apo E3"
"Ephrin-A4","Apo E4"
"Ephrin-A4","Arylsulfatase A"
"Ephrin-A4","B7-2"
"Ephrin-A4","B7-H1"
"Ephrin-A4","B7-H2"
"Ephrin-A4","BAFF"
"Ephrin-A4","BAFF Receptor"
"Ephrin-A4","BARK1"
"Ephrin-A4","BASI"
"Ephrin-A4","BCAM"
"Ephrin-A4","BDNF"
"Ephrin-A4","BGH3"
"Ephrin-A4","BGN"
"Ephrin-A4","BLC"
"Ephrin-A4","BMP RII"
"Ephrin-A4","BMP-1"
"Ephrin-A4","BMP-6"
"Ephrin-A4","BMP-7"
"Ephrin-A4","BMP10"
"Ephrin-A4","BMPER"
"Ephrin-A4","BMPR1A"
"Ephrin-A4","BMX"
"Ephrin-A4","BNP"
"Ephrin-A4","BOC"
"Ephrin-A4","BPSA"
"Ephrin-A4","BSSP4"
"Ephrin-A4","BST1"
"Ephrin-A4","BTG"
"Ephrin-A4","BTK"
"Ephrin-A4","C1q"
"Ephrin-A4","C34 gp41 HIV Fragment"
"Ephrin-A4","C4"
"Ephrin-A4","C4b"
"Ephrin-A4","C5b, 6 Complex"
"Ephrin-A4","C8"
"Ephrin-A4","CAMK2A"
"Ephrin-A4","CAMK2B"
"Ephrin-A4","CAMK2D"
"Ephrin-A4","CAPG"
"Ephrin-A4","CATE"
"Ephrin-A4","CATZ"
"Ephrin-A4","CBG"
"Ephrin-A4","CBPE"
"Ephrin-A4","CBX5"
"Ephrin-A4","CD109"
"Ephrin-A4","CD226"
"Ephrin-A4","CD23"
"Ephrin-A4","CD30"
"Ephrin-A4","CD30 Ligand"
"Ephrin-A4","CD39"
"Ephrin-A4","CD40 ligand, soluble"
"Ephrin-A4","CD48"
"Ephrin-A4","CD70"
"Ephrin-A4","CD97"
"Ephrin-A4","CDC37"
"Ephrin-A4","CDK1/cyclin B"
"Ephrin-A4","CDK2/cyclin A"
"Ephrin-A4","CDK5/p35"
"Ephrin-A4","CDK8/cyclin C"
"Ephrin-A4","CDON"
"Ephrin-A4","CG073"
"Ephrin-A4","CHL1"
"Ephrin-A4","CHST6"
"Ephrin-A4","CK-BB"
"Ephrin-A4","CK-MB"
"Ephrin-A4","CK2-A1:B"
"Ephrin-A4","CK2-A2:B"
"Ephrin-A4","CLC1B"
"Ephrin-A4","CLC4K"
"Ephrin-A4","CLF-1/CLC Complex"
"Ephrin-A4","CLM6"
"Ephrin-A4","CNTF"
"Ephrin-A4","CNTFR alpha"
"Ephrin-A4","CNTN2"
"Ephrin-A4","CO8A1"
"Ephrin-A4","COLEC12"
"Ephrin-A4","COMMD7"
"Ephrin-A4","CONA1"
"Ephrin-A4","COX-2"
"Ephrin-A4","CRDL1"
"Ephrin-A4","CRK"
"Ephrin-A4","CS084"
"Ephrin-A4","CSF-1"
"Ephrin-A4","CSK"
"Ephrin-A4","CTAP-III"
"Ephrin-A4","CTGF"
"Ephrin-A4","CXCL16, soluble"
"Ephrin-A4","CaMKK alpha"
"Ephrin-A4","Cadherin-5"
"Ephrin-A4","Calcineurin"
"Ephrin-A4","Calcineurin B a"
"Ephrin-A4","Calpain I"
"Ephrin-A4","Carbonic Anhydrase X"
"Ephrin-A4","Carbonic anhydrase 6"
"Ephrin-A4","Carbonic anhydrase VII"
"Ephrin-A4","Carbonic anhydrase XIII"
"Ephrin-A4","Caspase-3"
"Ephrin-A4","Cathepsin B"
"Ephrin-A4","Cathepsin H"
"Ephrin-A4","Cathepsin S"
"Ephrin-A4","Clusterin"
"Ephrin-A4","Coagulation Factor X"
"Ephrin-A4","Coagulation Factor Xa"
"Ephrin-A4","Cofilin-1"
"Ephrin-A4","Contactin-4"
"Ephrin-A4","Contactin-5"
"Ephrin-A4","Corticotropin-lipotropin"
"Ephrin-A4","Cripto"
"Ephrin-A4","Cyclin B1"
"Ephrin-A4","Cyclophilin A"
"Ephrin-A4","Cyclophilin F"
"Ephrin-A4","Cystatin C"
"Ephrin-A4","Cystatin M"
"Ephrin-A4","Cystatin-S"
"Ephrin-A4","Cytochrome P450 3A4"
"Ephrin-A4","Cytochrome c"
"Ephrin-A4","D-dimer"
"Ephrin-A4","DAF"
"Ephrin-A4","DAN"
"Ephrin-A4","DBNL"
"Ephrin-A4","DEAD-box protein 19B"
"Ephrin-A4","DERM"
"Ephrin-A4","DHH"
"Ephrin-A4","DKK1"
"Ephrin-A4","DKK3"
"Ephrin-A4","DLC8"
"Ephrin-A4","DLL1"
"Ephrin-A4","DLL4"
"Ephrin-A4","DLRB1"
"Ephrin-A4","DMP1"
"Ephrin-A4","DPP2"
"Ephrin-A4","DR6"
"Ephrin-A4","DRAK2"
"Ephrin-A4","DRG-1"
"Ephrin-A4","DRR1"
"Ephrin-A4","DSC3"
"Ephrin-A4","DYRK3"
"Ephrin-A4","DcR3"
"Ephrin-A4","Desmoglein-2"
"Ephrin-A4","Dkk-4"
"Ephrin-A4","Dtk"
"Ephrin-A4","Dynactin subunit 2"
"Ephrin-A4","ECM1"
"Ephrin-A4","EF-1-beta"
"Ephrin-A4","EG-VEGF"
"Ephrin-A4","EGFRvIII"
"Ephrin-A4","EMAP-2"
"Ephrin-A4","EMR2"
"Ephrin-A4","EP15R"
"Ephrin-A4","EPHA3"
"Ephrin-A4","EPHAA"
"Ephrin-A4","EPHB2"
"Ephrin-A4","ER"
"Ephrin-A4","ERAB"
"Ephrin-A4","ERBB1"
"Ephrin-A4","ERBB2"
"Ephrin-A4","ERBB3"
"Ephrin-A4","ERBB4"
"Ephrin-A4","ERK-1"
"Ephrin-A4","ESPN"
"Ephrin-A4","Endocan"
"Ephrin-A4","Endoglin"
"Ephrin-A4","Endostatin"
"Ephrin-A4","Enterokinase"
"Ephrin-A4","Eotaxin"
"Ephrin-A4","Eotaxin-2"
"Ephrin-A4","EphA1"
"Ephrin-A4","EphA5"
"Ephrin-A4","EphB4"
"Ephrin-A4","EphB6"
"Ephrin-A4","Ephrin-A4"
"Ephrin-A4","Ephrin-A5"
"Ephrin-A4","Epithelial cell kinase"
"Ephrin-A4","F229A"
"Ephrin-A4","FABPE"
"Ephrin-A4","FAK1"
"Ephrin-A4","FAM107B"
"Ephrin-A4","FCAR"
"Ephrin-A4","FCG2A/B"
"Ephrin-A4","FCG3B"
"Ephrin-A4","FCGR1"
"Ephrin-A4","FCRL3"
"Ephrin-A4","FER"
"Ephrin-A4","FGF-10"
"Ephrin-A4","FGF-12"
"Ephrin-A4","FGF-16"
"Ephrin-A4","FGF-17"
"Ephrin-A4","FGF-18"
"Ephrin-A4","FGF-20"
"Ephrin-A4","FGF-5"
"Ephrin-A4","FGF-6"
"Ephrin-A4","FGF-8B"
"Ephrin-A4","FGF-8F"
"Ephrin-A4","FGF23"
"Ephrin-A4","FGF7"
"Ephrin-A4","FGF9"
"Ephrin-A4","FGFR-3"
"Ephrin-A4","FGR"
"Ephrin-A4","FSH"
"Ephrin-A4","FSTL3"
"Ephrin-A4","FUT5"
"Ephrin-A4","FYN"
"Ephrin-A4","Factor D"
"Ephrin-A4","Fas ligand, soluble"
"Ephrin-A4","Ferritin"
"Ephrin-A4","Fibrinogen"
"Ephrin-A4","Flt3 ligand"
"Ephrin-A4","Fucosyltransferase 3"
"Ephrin-A4","G-CSF"
"Ephrin-A4","G-CSF-R"
"Ephrin-A4","GA733-1 protein"
"Ephrin-A4","GAPDH, liver"
"Ephrin-A4","GAS1"
"Ephrin-A4","GCKR"
"Ephrin-A4","GCP-2"
"Ephrin-A4","GDF-11"
"Ephrin-A4","GDF2"
"Ephrin-A4","GFAP"
"Ephrin-A4","GFRa-1"
"Ephrin-A4","GFRa-2"
"Ephrin-A4","GHC2"
"Ephrin-A4","GIIE"
"Ephrin-A4","GNT2C"
"Ephrin-A4","GP114"
"Ephrin-A4","GPC2"
"Ephrin-A4","GPC5"
"Ephrin-A4","GPNMB"
"Ephrin-A4","GPVI"
"Ephrin-A4","GRB2-related adapter protein 2"
"Ephrin-A4","GREM1"
"Ephrin-A4","GSK-3 alpha/beta"
"Ephrin-A4","GSTA3"
"Ephrin-A4","GV"
"Ephrin-A4","GX"
"Ephrin-A4","Galectin-8"
"Ephrin-A4","Glypican 3"
"Ephrin-A4","Granulysin"
"Ephrin-A4","Granzyme B"
"Ephrin-A4","Granzyme H"
"Ephrin-A4","Gro-a"
"Ephrin-A4","Gro-b/g"
"Ephrin-A4","HAI-1"
"Ephrin-A4","HB-EGF"
"Ephrin-A4","HCG"
"Ephrin-A4","HCK"
"Ephrin-A4","HDGR2"
"Ephrin-A4","HGF"
"Ephrin-A4","HIPK3"
"Ephrin-A4","HIV-2 Rev"
"Ephrin-A4","HMGR"
"Ephrin-A4","HPLN1"
"Ephrin-A4","HPV E7 Type 16"
"Ephrin-A4","HPV E7 Type18"
"Ephrin-A4","HSP 40"
"Ephrin-A4","HSP 60"
"Ephrin-A4","HSP 70"
"Ephrin-A4","HSP 90a/b"
"Ephrin-A4","HTRA2"
"Ephrin-A4","HVEM"
"Ephrin-A4","Hemoglobin"
"Ephrin-A4","Histone H1.2"
"Ephrin-A4","Histone H2A.z"
"Ephrin-A4","ICOS"
"Ephrin-A4","IDS"
"Ephrin-A4","IF4A3"
"Ephrin-A4","IF4G2"
"Ephrin-A4","IFN-aA"
"Ephrin-A4","IFN-g"
"Ephrin-A4","IFN-g R1"
"Ephrin-A4","IFN-lambda 2"
"Ephrin-A4","IFNL4"
"Ephrin-A4","IGF-I"
"Ephrin-A4","IGF-I sR"
"Ephrin-A4","IGF-II receptor"
"Ephrin-A4","IGFBP-1"
"Ephrin-A4","IGFBP-4"
"Ephrin-A4","IGFBP-6"
"Ephrin-A4","IGFBP-7"
"Ephrin-A4","IL-1 R AcP"
"Ephrin-A4","IL-1 sR9"
"Ephrin-A4","IL-1 sRI"
"Ephrin-A4","IL-10"
"Ephrin-A4","IL-10 Rb"
"Ephrin-A4","IL-11"
"Ephrin-A4","IL-11 RA"
"Ephrin-A4","IL-12"
"Ephrin-A4","IL-12 Rb1"
"Ephrin-A4","IL-13"
"Ephrin-A4","IL-13 Ra1"
"Ephrin-A4","IL-15 Ra"
"Ephrin-A4","IL-16"
"Ephrin-A4","IL-17"
"Ephrin-A4","IL-17 RC"
"Ephrin-A4","IL-17 RD"
"Ephrin-A4","IL-17B"
"Ephrin-A4","IL-17B R"
"Ephrin-A4","IL-17D"
"Ephrin-A4","IL-17E"
